phrase,code
switch on Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
switch Philips hue lamp in room 4.443 to on state .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
switch on power of Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
turn on Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
turn on power of Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
turn power on of Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
set power on Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
Philips hue lamp in room 4.443 power on .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
activate Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', on);"
deactivate Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', off);"
power up Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', on);"
power down Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', off);"
switch off Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
switch Philips hue lamp in room 4.443 to off state .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
switch off power of Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
turn off Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
turn off power of Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
turn power off of Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
set power off Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
Philips hue lamp in room 4.443 power off .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
switch on Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
switch Philips hue lamp in IoT lab to on state .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
switch on power of Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
turn on Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
turn on power of Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
turn power on of Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
set power on Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
Philips hue lamp in IoT lab power on .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
activate Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', on);"
deactivate Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', off);"
power up Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', on);"
power down Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', off);"
switch off Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
switch Philips hue lamp in IoT lab to off state .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
switch off power of Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
turn off Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
turn off power of Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
turn power off of Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
set power off Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
Philips hue lamp in IoT lab power off .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
switch on hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
switch hue lamp in the kitchen to on state .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
switch on power of hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
turn on hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
turn on power of hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
turn power on of hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
set power on hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
hue lamp in the kitchen power on .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
activate hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', on);"
deactivate hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', off);"
power up hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', on);"
power down hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', off);"
switch off hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
switch hue lamp in the kitchen to off state .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
switch off power of hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
turn off hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
turn off power of hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
turn power off of hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
set power off hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
hue lamp in the kitchen power off .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
switch on Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
switch Philips hue owned by Zhou to on state .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
switch on power of Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
turn on Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
turn on power of Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
turn power on of Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
set power on Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
Philips hue owned by Zhou power on .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
activate Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', on);"
deactivate Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', off);"
power up Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', on);"
power down Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', off);"
switch off Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
switch Philips hue owned by Zhou to off state .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
switch off power of Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
turn off Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
turn off power of Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
turn power off of Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
set power off Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
Philips hue owned by Zhou power off .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
switch on Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 1);"
switch Philips hue from Michael to on state .,"philipshue(light, None, Michael).writeProperty('power', 1);"
switch on power of Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 1);"
turn on Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 1);"
turn on power of Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 1);"
turn power on of Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 1);"
set power on Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 1);"
Philips hue from Michael power on .,"philipshue(light, None, Michael).writeProperty('power', 1);"
activate Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', on);"
deactivate Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', off);"
power up Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', on);"
power down Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', off);"
switch off Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 0);"
switch Philips hue from Michael to off state .,"philipshue(light, None, Michael).writeProperty('power', 0);"
switch off power of Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 0);"
turn off Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 0);"
turn off power of Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 0);"
turn power off of Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 0);"
set power off Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 0);"
Philips hue from Michael power off .,"philipshue(light, None, Michael).writeProperty('power', 0);"
switch on Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
switch Daniel's Philips hue to on state .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
switch on power of Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
turn on Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
turn on power of Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
turn power on of Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
set power on Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
Daniel's Philips hue power on .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
activate Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', on);"
deactivate Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', off);"
power up Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', on);"
power down Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', off);"
switch off Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
switch Daniel's Philips hue to off state .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
switch off power of Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
turn off Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
turn off power of Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
turn power off of Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
set power off Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
Daniel's Philips hue power off .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
switch Philips hue lamp in room 4.443 color to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
switch color of Philips hue lamp in room 4.443 to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
set Philips hue lamp in room 4.443 color to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
set color of Philips hue lamp in room 4.443 to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
update Philips hue lamp in room 4.443 color to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
adjust color of Philips hue lamp in room 4.443 to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
modify Philips hue lamp in room 4.443 color to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255})"
reduce the brightness of the philips hue lamp in room 4443 gradually to fifty percent,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
reduce the brightness of philips hue lamp in room 4443 gradually to fifty percent,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
reduce brightness of philips hue lamp in room 4443 gradually to fifty percent,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
reduce the philips hue lamp in room 4443 slowly to fifty percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
reduce philips's hue lamp in room 4443 slowly to fifty percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
reduce the brightness of the philips hue lamp in room 4443 slowly to fifty percent,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
reduce the brightness of philips hue lamp in room 4443 slowly to fifty percent,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
decrease brightness of philips hue lamp in room 4443 slowly to fifty percent,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
reduce philips's hue lamp in room 4443 gradually to fifty percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
decrease the philips hue lamp in room 4443 gradually to fifty percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
the brightness of the philips hue lamp in room 4443 gradually to fifty percent,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
the brightness of the philips hue lamp in room 4443 slowly fades to fifty percent,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
reduce the brightness of philips's hue lamp in room 4443 slowly to fifty percent,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
adjust the brightness of the philips hue lamp in room 4443 slowly to half,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
adjust the brightness of the philips hue lamp in room 4443 gradually to half brightness,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
reduce the brightness of the philips hue lamp in room 4443 gradually to half,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
reduce the brightness of philips hue lamp in room 4443 gradually to half,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
reduce brightness of philips hue lamp in room 4443 gradually to half,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
reduce philips's hue lamp in room 4443 slowly to half brightness,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
reduce the philips hue lamp in room 4443 slowly to half brightness,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
reduce the brightness of the philips hue lamp in room 4443 slowly to half,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
reduce the brightness of philips hue lamp in room 4443 slowly to half,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
reduce philips's hue lamp in room 4443 gradually to half brightness,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
decrease the philips hue lamp in room 4443 gradually to half brightness,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
the brightness of the philips hue lamp in room 4443 slowly fades to half,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
fade the brightness of philips's hue lamp in room 4443 slowly to half,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
gradually reduce philips's hue lamp in room 4443 to half brightness,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
reduce the brightness of the philips hue lamp in room 4443 gradually to half brightness,"philipshue(light, 4.443, None).invokeAction('dim', 127);"
adjust the brightness of the philips hue lamp in room 4443 slowly to sixty percent,"philipshue(light, 4.443, None).invokeAction('dim', 150);"
adjust the brightness of the philips hue lamp in room 4443 gradually to sixty percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 150);"
reduce the brightness of the philips hue lamp in room 4443 gradually to sixty percent,"philipshue(light, 4.443, None).invokeAction('dim', 150);"
reduce the brightness of philips hue lamp in room 4443 gradually to sixty percent,"philipshue(light, 4.443, None).invokeAction('dim', 150);"
reduce brightness of philips hue lamp in room 4443 gradually to sixty percent,"philipshue(light, 4.443, None).invokeAction('dim', 150);"
reduce philips's hue lamp in room 4443 slowly to sixty percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 150);"
reduce the philips hue lamp in room 4443 slowly to sixty percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 150);"
reduce the brightness of the philips hue lamp in room 4443 slowly to sixty percent,"philipshue(light, 4.443, None).invokeAction('dim', 150);"
reduce the brightness of philips hue lamp in room 4443 slowly to sixty percent,"philipshue(light, 4.443, None).invokeAction('dim', 150);"
decrease brightness of philips hue lamp in room 4443 slowly to sixty percent,"philipshue(light, 4.443, None).invokeAction('dim', 150);"
reduce philips's hue lamp in room 4443 gradually to sixty percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 150);"
decrease the philips hue lamp in room 4443 gradually to sixty percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 150);"
the brightness of the philips hue lamp in room 4443 gradually to sixty percent,"philipshue(light, 4.443, None).invokeAction('dim', 150);"
the brightness of the philips hue lamp in room 4443 slowly fades to sixty percent,"philipshue(light, 4.443, None).invokeAction('dim', 150);"
adjust the brightness of the philips hue lamp in room 4443 slowly to two thirds,"philipshue(light, 4.443, None).invokeAction('dim', 170);"
reduce the brightness of philips's hue lamp in room 4443 slowly to two thirds,"philipshue(light, 4.443, None).invokeAction('dim', 170);"
adjust the brightness of the philips hue lamp in room 4443 gradually to two thirds of the brightness,"philipshue(light, 4.443, None).invokeAction('dim', 170);"
reduce the brightness of the philips hue lamp in room 4443 gradually to two thirds,"philipshue(light, 4.443, None).invokeAction('dim', 170);"
reduce the brightness of philips hue lamp in room 4443 gradually to two thirds,"philipshue(light, 4.443, None).invokeAction('dim', 170);"
reduce brightness of philips hue lamp in room 4443 gradually to two thirds,"philipshue(light, 4.443, None).invokeAction('dim', 170);"
reduce philips's hue lamp in room 4443 slowly to two thirds brightness,"philipshue(light, 4.443, None).invokeAction('dim', 170);"
reduce the philips hue lamp in room 4443 slowly to two thirds brightness,"philipshue(light, 4.443, None).invokeAction('dim', 170);"
reduce the brightness of the philips hue lamp in room 4443 slowly to two thirds,"philipshue(light, 4.443, None).invokeAction('dim', 170);"
reduce the brightness of philips hue lamp in room 4443 slowly to two thirds,"philipshue(light, 4.443, None).invokeAction('dim', 170);"
decrease brightness of philips hue lamp in room 4443 slowly to two thirds,"philipshue(light, 4.443, None).invokeAction('dim', 170);"
reduce philips's hue lamp in room 4443 gradually to two thirds brightness,"philipshue(light, 4.443, None).invokeAction('dim', 170);"
decrease the philips hue lamp in room 4443 gradually to two thirds brightness,"philipshue(light, 4.443, None).invokeAction('dim', 170);"
the brightness of the philips hue lamp in room 4443 gradually to two thirds,"philipshue(light, 4.443, None).invokeAction('dim', 170);"
the brightness of the philips hue lamp in room 4443 slowly fades to two thirds,"philipshue(light, 4.443, None).invokeAction('dim', 170);"
reduce the brightness of the philips hue lamp in room 4443 gradually to two thirds of the brightness,"philipshue(light, 4.443, None).invokeAction('dim', 170);"
adjust the brightness of the philips hue lamp in room 4443 slowly to seventy percent,"philipshue(light, 4.443, None).invokeAction('dim', 178);"
adjust the brightness of the philips hue lamp in room 4443 gradually to seventy percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 178);"
reduce the brightness of the philips hue lamp in room 4443 gradually to seventy percent,"philipshue(light, 4.443, None).invokeAction('dim', 178);"
reduce the brightness of philips hue lamp in room 4443 gradually to seventy percent,"philipshue(light, 4.443, None).invokeAction('dim', 178);"
reduce brightness of philips hue lamp in room 4443 gradually to seventy percent,"philipshue(light, 4.443, None).invokeAction('dim', 178);"
reduce philips's hue lamp in room 4443 slowly to seventy percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 178);"
reduce the philips hue lamp in room 4443 slowly to seventy percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 178);"
the brightness of the philips luminous lamp in room 4443 slowly decrease to seventy percent,"philipshue(light, 4.443, None).invokeAction('dim', 178);"
reduce the brightness of philips hue lamp in room 4443 slowly to seventy percent,"philipshue(light, 4.443, None).invokeAction('dim', 178);"
decrease brightness of philips hue lamp in room 4443 slowly to seventy percent,"philipshue(light, 4.443, None).invokeAction('dim', 178);"
reduce philips's hue lamp in room 4443 gradually to seventy percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 178);"
decrease the philips hue lamp in room 4443 gradually to seventy percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 178);"
the brightness of the philips hue lamp in room 4443 gradually to seventy percent,"philipshue(light, 4.443, None).invokeAction('dim', 178);"
lowering the brightness of philips's hue lamp in room 4443 gradually to seventy percent,"philipshue(light, 4.443, None).invokeAction('dim', 178);"
the brightness of the philips hue lamp in room 4443 slowly fades to seventy percent,"philipshue(light, 4.443, None).invokeAction('dim', 178);"
reduce the brightness of the philips hue lamp in room 4443 slowly to seventy percent,"philipshue(light, 4.443, None).invokeAction('dim', 178);"
reduce the philips hue lamp in room 4443 gradually to 70 percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 178);"
adjust the brightness of the philips hue lamp in room 4443 slowly to three quarters,"philipshue(light, 4.443, None).invokeAction('dim', 190);"
reduce brightness of philips' hue lamp in room 4443 slowly to three quarters,"philipshue(light, 4.443, None).invokeAction('dim', 190);"
adjust the brightness of the philips hue lamp in room 4443 gradually to three quarters of the brightness,"philipshue(light, 4.443, None).invokeAction('dim', 190);"
reduce the brightness of the philips hue lamp in room 4443 gradually to three quarters,"philipshue(light, 4.443, None).invokeAction('dim', 190);"
reduce the brightness of philips hue lamp in room 4443 gradually to three quarters,"philipshue(light, 4.443, None).invokeAction('dim', 190);"
reduce brightness of philips hue lamp in room 4443 gradually to three quarters,"philipshue(light, 4.443, None).invokeAction('dim', 190);"
reduce the philips hue lamp in room 4443 slowly to three quarter brightness,"philipshue(light, 4.443, None).invokeAction('dim', 190);"
reduce philips's hue lamp in room 4443 slowly to three quarter brightness,"philipshue(light, 4.443, None).invokeAction('dim', 190);"
reduce the brightness of the philips hue lamp in room 4443 slowly to three quarters,"philipshue(light, 4.443, None).invokeAction('dim', 190);"
reduce the brightness of philips hue lamp in room 4443 slowly to three quarters,"philipshue(light, 4.443, None).invokeAction('dim', 190);"
decrease brightness of philips hue lamp in room 4443 slowly to three quarters,"philipshue(light, 4.443, None).invokeAction('dim', 190);"
reduce philips's hue lamp in room 4443 gradually to three quarters brightness,"philipshue(light, 4.443, None).invokeAction('dim', 190);"
decrease the philips hue lamp in room 4443 gradually to three quarters brightness,"philipshue(light, 4.443, None).invokeAction('dim', 190);"
the brightness of the philips hue lamp in room 4443 gradually to three quarters,"philipshue(light, 4.443, None).invokeAction('dim', 190);"
lowering the brightness of philips's hue lamp in room 4443 gradually to three quarters,"philipshue(light, 4.443, None).invokeAction('dim', 190);"
the brightness of the philips hue lamp in room 4443 slowly fades to three quarters,"philipshue(light, 4.443, None).invokeAction('dim', 190);"
adjust the brightness of the philips hue lamp in room 4443 slowly to eighty percent,"philipshue(light, 4.443, None).invokeAction('dim', 200);"
adjust the brightness of the philips hue lamp in room 4443 gradually to eighty percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 200);"
reduce the brightness of the philips hue lamp in room 4443 gradually to eighty percent,"philipshue(light, 4.443, None).invokeAction('dim', 200);"
reduce the brightness of philips hue lamp in room 4443 gradually to eighty percent,"philipshue(light, 4.443, None).invokeAction('dim', 200);"
reduce brightness of philips hue lamp in room 4443 gradually to eighty percent,"philipshue(light, 4.443, None).invokeAction('dim', 200);"
reduce the philips hue lamp in room 4443 slowly to eighty percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 200);"
reduce philips's hue lamp in room 4443 slowly to eighty percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 200);"
reduce the brightness of the philips hue lamp in room 4443 slowly to eighty percent,"philipshue(light, 4.443, None).invokeAction('dim', 200);"
reduce the brightness of philips hue lamp in room 4443 slowly to eighty percent,"philipshue(light, 4.443, None).invokeAction('dim', 200);"
decrease brightness of philips hue lamp in room 4443 slowly to eighty percent,"philipshue(light, 4.443, None).invokeAction('dim', 200);"
reduce philips's hue lamp in room 4443 gradually to eighty percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 200);"
decrease the philips hue lamp in room 4443 gradually to eighty percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 200);"
the brightness of the philips hue lamp in room 4443 gradually to eighty percent,"philipshue(light, 4.443, None).invokeAction('dim', 200);"
lowering the brightness of philips's hue lamp in room 4443 gradually to eighty percent,"philipshue(light, 4.443, None).invokeAction('dim', 200);"
the brightness of the philips hue lamp in room 4443 slowly fades to eighty percent,"philipshue(light, 4.443, None).invokeAction('dim', 200);"
reduce the philips hue lamp in room 4443 gradually to 80 percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 200);"
adjust the brightness of the philips hue lamp in room 4443 slowly to ninety percent,"philipshue(light, 4.443, None).invokeAction('dim', 230);"
adjust the brightness of the philips hue lamp in room 4443 gradually to ninety percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 230);"
reduce the brightness of the philips hue lamp in room 4443 gradually to ninety percent,"philipshue(light, 4.443, None).invokeAction('dim', 230);"
reduce the brightness of philips hue lamp in room 4443 gradually to ninety percent,"philipshue(light, 4.443, None).invokeAction('dim', 230);"
reduce brightness of philips hue lamp in room 4443 gradually to ninety percent,"philipshue(light, 4.443, None).invokeAction('dim', 230);"
reduce the philips hue lamp in room 4443 slowly to ninety percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 230);"
reduce philips's hue lamp in room 4443 slowly to ninety percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 230);"
the brightness of the philips luminous lamp in room 4443 slowly decrease to ninety percent,"philipshue(light, 4.443, None).invokeAction('dim', 230);"
reduce the brightness of philips hue lamp in room 4443 slowly to ninety percent,"philipshue(light, 4.443, None).invokeAction('dim', 230);"
decrease brightness of philips hue lamp in room 4443 slowly to ninety percent,"philipshue(light, 4.443, None).invokeAction('dim', 230);"
reduce philips's hue lamp in room 4443 gradually to ninety percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 230);"
decrease the philips hue lamp in room 4443 gradually to ninety percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 230);"
the brightness of the philips hue lamp in room 4443 gradually to ninety percent,"philipshue(light, 4.443, None).invokeAction('dim', 230);"
lowering the brightness of philips's hue lamp in room 4443 gradually to ninety percent,"philipshue(light, 4.443, None).invokeAction('dim', 230);"
the brightness of the philips hue lamp in room 4443 slowly fades to ninety percent,"philipshue(light, 4.443, None).invokeAction('dim', 230);"
reduce the brightness of the philips hue lamp in room 4443 slowly to ninety percent,"philipshue(light, 4.443, None).invokeAction('dim', 230);"
reduce the philips hue lamp in room 4443 gradually to 90 percent brightness,"philipshue(light, 4.443, None).invokeAction('dim', 230);"
dim philips's hue lamp in iot lab to ten percent brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
dimming the brightness of philips's hue lamp in the iot lab to ten percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
the brightness of philips's hue lamp in the iot lab to ten percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
reduce brightness of philips color lamp slowly to ten percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
adjust the brightness of philips hue lamp in iot lab slowly to ten percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
adjust brightness of philips hue lamp in iot lab slowly to ten percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
adjust the brightness of the philips hue lamp in the iot lab gradually to ten percent brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
reduce brightness of philips color lamp in the iot lab gradually to ten percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
reduce the brightness of philips hue lamp in the iot lab gradually to ten percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
reduce brightness of philips hue lamp in iot lab gradually to ten percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
reduce philips's hue lamp slowly to ten percent brightness in iot lab,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
reduce the philips hue lamp in the iot lab slowly to ten percent brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
