phrase,code
switch blinkstick in room 4.443 color to white .,"blinkstick(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
change blinkstick from Daniel color to lime .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:255, blue:0});"
make color of blinkstick from Daniel to lime .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:255, blue:0});"
I want lime color on blinkstick from Daniel .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:255, blue:0});"
I want blinkstick from Daniel color be lime .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:255, blue:0});"
switch blinkstick from Daniel color to green .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:0} );"
switch color of blinkstick from Daniel to green .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:0} );"
set blinkstick from Daniel color to green .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:0} );"
set color of blinkstick from Daniel to green .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:0} );"
update blinkstick from Daniel color to green .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:0} );"
adjust color of blinkstick from Daniel to green .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:0} );"
modify blinkstick from Daniel color to green .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:0} )"
convert color of blinkstick from Daniel to green .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:0} );"
change blinkstick from Daniel color to green .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:0} );"
make color of blinkstick from Daniel to green .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:0} );"
I want green color on blinkstick from Daniel .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:0} );"
I want blinkstick from Daniel color be green .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:0} );"
switch blinkstick from Daniel color to aqua .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:255 blue:255});"
switch color of blinkstick from Daniel to aqua .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:255 blue:255});"
set blinkstick from Daniel color to aqua .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:255 blue:255});"
set color of blinkstick from Daniel to aqua .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:255 blue:255});"
update blinkstick from Daniel color to aqua .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:255 blue:255});"
adjust color of blinkstick from Daniel to aqua .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:255 blue:255});"
modify blinkstick from Daniel color to aqua .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:255 blue:255})"
convert color of blinkstick from Daniel to aqua .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:255 blue:255});"
change blinkstick from Daniel color to aqua .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:255 blue:255});"
make color of blinkstick from Daniel to aqua .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:255 blue:255});"
I want aqua color on blinkstick from Daniel .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:255 blue:255});"
I want blinkstick from Daniel color be aqua .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:255 blue:255});"
switch blinkstick from Daniel color to teal .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:128} );"
switch color of blinkstick from Daniel to teal .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:128} );"
set blinkstick from Daniel color to teal .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:128} );"
set color of blinkstick from Daniel to teal .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:128} );"
update blinkstick from Daniel color to teal .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:128} );"
adjust color of blinkstick from Daniel to teal .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:128} );"
modify blinkstick from Daniel color to teal .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:128} )"
convert color of blinkstick from Daniel to teal .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:128} );"
change blinkstick from Daniel color to teal .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:128} );"
make color of blinkstick from Daniel to teal .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:128} );"
I want teal color on blinkstick from Daniel .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:128} );"
I want blinkstick from Daniel color be teal .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:128, blue:128} );"
switch blinkstick from Daniel color to blue .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:255});"
switch color of blinkstick from Daniel to blue .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:255});"
set blinkstick from Daniel color to blue .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:255});"
set color of blinkstick from Daniel to blue .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:255});"
update blinkstick from Daniel color to blue .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:255});"
adjust color of blinkstick from Daniel to blue .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:255});"
modify blinkstick from Daniel color to blue .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:255})"
convert color of blinkstick from Daniel to blue .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:255});"
change blinkstick from Daniel color to blue .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:255});"
make color of blinkstick from Daniel to blue .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:255});"
I want blue color on blinkstick from Daniel .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:255});"
I want blinkstick from Daniel color be blue .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:255});"
switch blinkstick from Daniel color to navy .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:128});"
switch color of blinkstick from Daniel to navy .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:128});"
set blinkstick from Daniel color to navy .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:128});"
set color of blinkstick from Daniel to navy .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:128});"
update blinkstick from Daniel color to navy .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:128});"
adjust color of blinkstick from Daniel to navy .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:128});"
modify blinkstick from Daniel color to navy .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:128})"
convert color of blinkstick from Daniel to navy .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:128});"
change blinkstick from Daniel color to navy .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:128});"
make color of blinkstick from Daniel to navy .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:128});"
I want navy color on blinkstick from Daniel .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:128});"
I want blinkstick from Daniel color be navy .,"blinkstick(light, None, Daniel).writeProperty('color', {red:0, green:0, blue:128});"
switch blinkstick from Daniel color to fuchsia .,"blinkstick(light, None, Daniel).writeProperty('color', {red:255, green:0, blue:255});"
switch color of blinkstick from Daniel to fuchsia .,"blinkstick(light, None, Daniel).writeProperty('color', {red:255, green:0, blue:255});"
set blinkstick from Daniel color to fuchsia .,"blinkstick(light, None, Daniel).writeProperty('color', {red:255, green:0, blue:255});"
set color of blinkstick from Daniel to fuchsia .,"blinkstick(light, None, Daniel).writeProperty('color', {red:255, green:0, blue:255});"
update blinkstick from Daniel color to fuchsia .,"blinkstick(light, None, Daniel).writeProperty('color', {red:255, green:0, blue:255});"
adjust color of blinkstick from Daniel to fuchsia .,"blinkstick(light, None, Daniel).writeProperty('color', {red:255, green:0, blue:255});"
modify blinkstick from Daniel color to fuchsia .,"blinkstick(light, None, Daniel).writeProperty('color', {red:255, green:0, blue:255})"
convert color of blinkstick from Daniel to fuchsia .,"blinkstick(light, None, Daniel).writeProperty('color', {red:255, green:0, blue:255});"
change blinkstick from Daniel color to fuchsia .,"blinkstick(light, None, Daniel).writeProperty('color', {red:255, green:0, blue:255});"
make color of blinkstick from Daniel to fuchsia .,"blinkstick(light, None, Daniel).writeProperty('color', {red:255, green:0, blue:255});"
I want fuchsia color on blinkstick from Daniel .,"blinkstick(light, None, Daniel).writeProperty('color', {red:255, green:0, blue:255});"
I want blinkstick from Daniel color be fuchsia .,"blinkstick(light, None, Daniel).writeProperty('color', {red:255, green:0, blue:255});"
switch blinkstick from Daniel color to purple .,"blinkstick(light, None, Daniel).writeProperty('color', {red:128, green:0, blue:128});"
switch color of blinkstick from Daniel to purple .,"blinkstick(light, None, Daniel).writeProperty('color', {red:128, green:0, blue:128});"
set blinkstick from Daniel color to purple .,"blinkstick(light, None, Daniel).writeProperty('color', {red:128, green:0, blue:128});"
set color of blinkstick from Daniel to purple .,"blinkstick(light, None, Daniel).writeProperty('color', {red:128, green:0, blue:128});"
update blinkstick from Daniel color to purple .,"blinkstick(light, None, Daniel).writeProperty('color', {red:128, green:0, blue:128});"
adjust color of blinkstick from Daniel to purple .,"blinkstick(light, None, Daniel).writeProperty('color', {red:128, green:0, blue:128});"
modify blinkstick from Daniel color to purple .,"blinkstick(light, None, Daniel).writeProperty('color', {red:128, green:0, blue:128})"
convert color of blinkstick from Daniel to purple .,"blinkstick(light, None, Daniel).writeProperty('color', {red:128, green:0, blue:128});"
change blinkstick from Daniel color to purple .,"blinkstick(light, None, Daniel).writeProperty('color', {red:128, green:0, blue:128});"
make color of blinkstick from Daniel to purple .,"blinkstick(light, None, Daniel).writeProperty('color', {red:128, green:0, blue:128});"
I want purple color on blinkstick from Daniel .,"blinkstick(light, None, Daniel).writeProperty('color', {red:128, green:0, blue:128});"
I want blinkstick from Daniel color be purple .,"blinkstick(light, None, Daniel).writeProperty('color', {red:128, green:0, blue:128});"
switch Michael's blinkstick color to white .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:255});"
switch color of Michael's blinkstick to white .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:255});"
set Michael's blinkstick color to white .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:255});"
set color of Michael's blinkstick to white .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:255});"
update Michael's blinkstick color to white .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:255});"
adjust color of Michael's blinkstick to white .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:255});"
modify Michael's blinkstick color to white .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:255})"
convert color of Michael's blinkstick to white .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:255});"
change Michael's blinkstick color to white .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:255});"
make color of Michael's blinkstick to white .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:255});"
I want white color on Michael's blinkstick .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:255});"
I want Michael's blinkstick color be white .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:255});"
switch Michael's blinkstick color to silver .,"blinkstick(light, None, Michael).writeProperty('color', {red:192, green:192, blue:192});"
switch color of Michael's blinkstick to silver .,"blinkstick(light, None, Michael).writeProperty('color', {red:192, green:192, blue:192});"
set Michael's blinkstick color to silver .,"blinkstick(light, None, Michael).writeProperty('color', {red:192, green:192, blue:192});"
set color of Michael's blinkstick to silver .,"blinkstick(light, None, Michael).writeProperty('color', {red:192, green:192, blue:192});"
update Michael's blinkstick color to silver .,"blinkstick(light, None, Michael).writeProperty('color', {red:192, green:192, blue:192});"
adjust color of Michael's blinkstick to silver .,"blinkstick(light, None, Michael).writeProperty('color', {red:192, green:192, blue:192});"
modify Michael's blinkstick color to silver .,"blinkstick(light, None, Michael).writeProperty('color', {red:192, green:192, blue:192})"
convert color of Michael's blinkstick to silver .,"blinkstick(light, None, Michael).writeProperty('color', {red:192, green:192, blue:192});"
change Michael's blinkstick color to silver .,"blinkstick(light, None, Michael).writeProperty('color', {red:192, green:192, blue:192});"
make color of Michael's blinkstick to silver .,"blinkstick(light, None, Michael).writeProperty('color', {red:192, green:192, blue:192});"
I want silver color on Michael's blinkstick .,"blinkstick(light, None, Michael).writeProperty('color', {red:192, green:192, blue:192});"
I want Michael's blinkstick color be silver .,"blinkstick(light, None, Michael).writeProperty('color', {red:192, green:192, blue:192});"
switch Michael's blinkstick color to gray .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:128});"
switch color of Michael's blinkstick to gray .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:128});"
set Michael's blinkstick color to gray .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:128});"
set color of Michael's blinkstick to gray .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:128});"
update Michael's blinkstick color to gray .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:128});"
adjust color of Michael's blinkstick to gray .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:128});"
modify Michael's blinkstick color to gray .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:128})"
convert color of Michael's blinkstick to gray .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:128});"
change Michael's blinkstick color to gray .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:128});"
make color of Michael's blinkstick to gray .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:128});"
I want gray color on Michael's blinkstick .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:128});"
I want Michael's blinkstick color be gray .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:128});"
switch Michael's blinkstick color to black .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:0});"
switch color of Michael's blinkstick to black .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:0});"
set Michael's blinkstick color to black .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:0});"
set color of Michael's blinkstick to black .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:0});"
update Michael's blinkstick color to black .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:0});"
adjust color of Michael's blinkstick to black .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:0});"
modify Michael's blinkstick color to black .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:0})"
convert color of Michael's blinkstick to black .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:0});"
change Michael's blinkstick color to black .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:0});"
make color of Michael's blinkstick to black .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:0});"
I want black color on Michael's blinkstick .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:0});"
I want Michael's blinkstick color be black .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:0});"
switch Michael's blinkstick color to red .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:0, blue:0});"
switch color of Michael's blinkstick to red .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:0, blue:0});"
set Michael's blinkstick color to red .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:0, blue:0});"
set color of Michael's blinkstick to red .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:0, blue:0});"
update Michael's blinkstick color to red .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:0, blue:0});"
adjust color of Michael's blinkstick to red .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:0, blue:0});"
modify Michael's blinkstick color to red .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:0, blue:0})"
convert color of Michael's blinkstick to red .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:0, blue:0});"
change Michael's blinkstick color to red .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:0, blue:0});"
make color of Michael's blinkstick to red .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:0, blue:0});"
I want red color on Michael's blinkstick .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:0, blue:0});"
I want Michael's blinkstick color be red .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:0, blue:0});"
switch Michael's blinkstick color to maroon .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:0, blue:0});"
switch color of Michael's blinkstick to maroon .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:0, blue:0});"
set Michael's blinkstick color to maroon .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:0, blue:0});"
set color of Michael's blinkstick to maroon .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:0, blue:0});"
update Michael's blinkstick color to maroon .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:0, blue:0});"
adjust color of Michael's blinkstick to maroon .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:0, blue:0});"
modify Michael's blinkstick color to maroon .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:0, blue:0})"
convert color of Michael's blinkstick to maroon .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:0, blue:0});"
change Michael's blinkstick color to maroon .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:0, blue:0});"
make color of Michael's blinkstick to maroon .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:0, blue:0});"
I want maroon color on Michael's blinkstick .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:0, blue:0});"
I want Michael's blinkstick color be maroon .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:0, blue:0});"
switch Michael's blinkstick color to yellow .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:0});"
switch color of Michael's blinkstick to yellow .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:0});"
set Michael's blinkstick color to yellow .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:0});"
set color of Michael's blinkstick to yellow .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:0});"
update Michael's blinkstick color to yellow .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:0});"
adjust color of Michael's blinkstick to yellow .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:0});"
modify Michael's blinkstick color to yellow .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:0})"
convert color of Michael's blinkstick to yellow .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:0});"
change Michael's blinkstick color to yellow .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:0});"
make color of Michael's blinkstick to yellow .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:0});"
I want yellow color on Michael's blinkstick .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:0});"
I want Michael's blinkstick color be yellow .,"blinkstick(light, None, Michael).writeProperty('color', {red:255, green:255, blue:0});"
switch Michael's blinkstick color to olive .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:0});"
switch color of Michael's blinkstick to olive .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:0});"
set Michael's blinkstick color to olive .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:0});"
set color of Michael's blinkstick to olive .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:0});"
update Michael's blinkstick color to olive .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:0});"
adjust color of Michael's blinkstick to olive .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:0});"
modify Michael's blinkstick color to olive .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:0})"
convert color of Michael's blinkstick to olive .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:0});"
change Michael's blinkstick color to olive .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:0});"
make color of Michael's blinkstick to olive .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:0});"
I want olive color on Michael's blinkstick .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:0});"
I want Michael's blinkstick color be olive .,"blinkstick(light, None, Michael).writeProperty('color', {red:128, green:128, blue:0});"
switch Michael's blinkstick color to lime .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255, blue:0});"
switch color of Michael's blinkstick to lime .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255, blue:0});"
set Michael's blinkstick color to lime .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255, blue:0});"
set color of Michael's blinkstick to lime .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255, blue:0});"
update Michael's blinkstick color to lime .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255, blue:0});"
adjust color of Michael's blinkstick to lime .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255, blue:0});"
modify Michael's blinkstick color to lime .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255, blue:0})"
convert color of Michael's blinkstick to lime .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255, blue:0});"
change Michael's blinkstick color to lime .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255, blue:0});"
make color of Michael's blinkstick to lime .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255, blue:0});"
I want lime color on Michael's blinkstick .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255, blue:0});"
I want Michael's blinkstick color be lime .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255, blue:0});"
switch Michael's blinkstick color to green .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:0} );"
switch color of Michael's blinkstick to green .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:0} );"
set Michael's blinkstick color to green .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:0} );"
set color of Michael's blinkstick to green .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:0} );"
update Michael's blinkstick color to green .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:0} );"
adjust color of Michael's blinkstick to green .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:0} );"
modify Michael's blinkstick color to green .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:0} )"
convert color of Michael's blinkstick to green .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:0} );"
change Michael's blinkstick color to green .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:0} );"
make color of Michael's blinkstick to green .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:0} );"
I want green color on Michael's blinkstick .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:0} );"
I want Michael's blinkstick color be green .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:0} );"
switch Michael's blinkstick color to aqua .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255 blue:255});"
switch color of Michael's blinkstick to aqua .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255 blue:255});"
set Michael's blinkstick color to aqua .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255 blue:255});"
set color of Michael's blinkstick to aqua .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255 blue:255});"
update Michael's blinkstick color to aqua .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255 blue:255});"
adjust color of Michael's blinkstick to aqua .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255 blue:255});"
modify Michael's blinkstick color to aqua .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255 blue:255})"
convert color of Michael's blinkstick to aqua .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255 blue:255});"
change Michael's blinkstick color to aqua .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255 blue:255});"
make color of Michael's blinkstick to aqua .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255 blue:255});"
I want aqua color on Michael's blinkstick .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255 blue:255});"
I want Michael's blinkstick color be aqua .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:255 blue:255});"
switch Michael's blinkstick color to teal .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:128} );"
switch color of Michael's blinkstick to teal .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:128} );"
set Michael's blinkstick color to teal .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:128} );"
set color of Michael's blinkstick to teal .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:128} );"
update Michael's blinkstick color to teal .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:128} );"
adjust color of Michael's blinkstick to teal .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:128} );"
modify Michael's blinkstick color to teal .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:128} )"
convert color of Michael's blinkstick to teal .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:128} );"
change Michael's blinkstick color to teal .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:128} );"
make color of Michael's blinkstick to teal .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:128} );"
I want teal color on Michael's blinkstick .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:128} );"
I want Michael's blinkstick color be teal .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:128, blue:128} );"
switch Michael's blinkstick color to blue .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:255});"
switch color of Michael's blinkstick to blue .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:255});"
set Michael's blinkstick color to blue .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:255});"
set color of Michael's blinkstick to blue .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:255});"
update Michael's blinkstick color to blue .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:255});"
adjust color of Michael's blinkstick to blue .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:255});"
modify Michael's blinkstick color to blue .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:255})"
convert color of Michael's blinkstick to blue .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:255});"
change Michael's blinkstick color to blue .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:255});"
make color of Michael's blinkstick to blue .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:255});"
I want blue color on Michael's blinkstick .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:255});"
I want Michael's blinkstick color be blue .,"blinkstick(light, None, Michael).writeProperty('color', {red:0, green:0, blue:255});"
