phrase,code
switch on govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
switch govee lamp in room 4.443 to on state .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
switch on power of govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
turn on govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
turn on power of govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
turn power on of govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
set power on govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
govee lamp in room 4.443 power on .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
activate govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', on);"
deactivate govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', off);"
power up govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', on);"
power down govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', off);"
switch off govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
switch govee lamp in room 4.443 to off state .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
switch off power of govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
turn off govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
turn off power of govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
turn power off of govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
set power off govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
govee lamp in room 4.443 power off .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
switch on govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
switch govee lamp in IoT lab to on state .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
switch on power of govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
turn on govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
turn on power of govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
turn power on of govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
set power on govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
govee lamp in IoT lab power on .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
activate govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', on);"
deactivate govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', off);"
power up govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', on);"
power down govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', off);"
switch off govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
switch govee lamp in IoT lab to off state .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
switch off power of govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
turn off govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
turn off power of govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
turn power off of govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
set power off govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
govee lamp in IoT lab power off .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
switch on govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
switch govee lamp in the kitchen to on state .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
switch on power of govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
turn on govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
turn on power of govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
turn power on of govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
set power on govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
govee lamp in the kitchen power on .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
activate govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', on);"
deactivate govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', off);"
power up govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', on);"
power down govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', off);"
switch off govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
switch govee lamp in the kitchen to off state .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
switch off power of govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
turn off govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
turn off power of govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
turn power off of govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
set power off govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
govee lamp in the kitchen power off .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
switch on govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
switch govee lamp owned by Zhou to on state .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
switch on power of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
turn on govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
turn on power of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
turn power on of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
set power on govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
govee lamp owned by Zhou power on .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
activate govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', on);"
deactivate govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', off);"
power up govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', on);"
power down govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', off);"
switch off govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
switch govee lamp owned by Zhou to off state .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
switch off power of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
turn off govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
turn off power of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
turn power off of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
set power off govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
govee lamp owned by Zhou power off .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
switch on govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
switch govee lamp from Michael to on state .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
switch on power of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
turn on govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
turn on power of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
turn power on of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
set power on govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
govee lamp from Michael power on .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
activate govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', on);"
deactivate govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', off);"
power up govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', on);"
power down govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', off);"
switch off govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
switch govee lamp from Michael to off state .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
switch off power of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
turn off govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
turn off power of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
turn power off of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
set power off govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
govee lamp from Michael power off .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
switch on Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
switch Daniel's govee lamp to on state .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
switch on power of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
turn on Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
turn on power of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
turn power on of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
set power on Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
Daniel's govee lamp power on .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
activate Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', on);"
deactivate Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', off);"
power up Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', on);"
power down Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', off);"
switch off Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
switch Daniel's govee lamp to off state .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
switch off power of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
turn off Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
turn off power of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
turn power off of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
set power off Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
Daniel's govee lamp power off .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
switch govee lamp in room 4.443 color to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
switch color of govee lamp in room 4.443 to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
set govee lamp in room 4.443 color to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
set color of govee lamp in room 4.443 to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
update govee lamp in room 4.443 color to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
adjust color of govee lamp in room 4.443 to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
modify govee lamp in room 4.443 color to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255})"
change the govee lamp in the iot lab color to aqua,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:255 blue:255})"
i want aqua on the govee lamp in the iot lab,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:255 blue:255});"
i want aqua color on the govee lamp in the iot lab,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:255 blue:255});"
i want the govee lamp of govee in the iot lab color aqua,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:255 blue:255});"
i want a govee lamp in the iot lab color aqua,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:255 blue:255});"
i want a govee lamp in iot lab color aqua,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:255 blue:255});"
switch from the govee lamp in the iot lab to teal,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:128, blue:128} );"
switch color of the govee lamp in iot lab to teal,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:128, blue:128} );"
set the govee lamp of govee to teal in the iot lab color,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:128, blue:128} );"
set govee lamp in the iot lab color,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:128, blue:128} );"
make govee's color lamp teal in the iot lab,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:128, blue:128} )"
make the govee lamp in the iot lab color teal,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:128, blue:128} )"
change the govee lamp in the iot lab color to teal,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:128, blue:128} )"
i want teal color on the govee lamp in the iot lab,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:128, blue:128} );"
i want a teal color on the govee lamp in the iot lab,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:128, blue:128} );"
i want the govee lamp of govee in iot lab color to be teal,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:128, blue:128} );"
change color of the govee lamp in the iot lab to blue,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:255});"
switch color of the govee lamp in the iot lab to blue,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:255});"
switch color of govee lamp in iot lab to blue,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:255});"
set the color lamp in the iot lab to blue,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:255});"
set the govee lamp of govee to blue in the iot lab,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:255});"
set the lamp in iot lab color to blue,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:255});"
update govee lamp in the iot lab to blue,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:255});"
adjust the color of the govee lamp in the iot lab to blue,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:255});"
adjust color of the govee lamp in the iot lab to blue,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:255});"
change color of the govee lamp in iot lab to navy,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:128});"
change the colors of the govee lamps in the iot lab to navy,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:128});"
switch colors of the govee lamps in the iot lab to navy,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:128});"
set the govee lamp of govee to navy in the iot lab color,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:128});"
set govee lamp to navy in the iot lab color,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:128});"
update the color of the govee lamp in the iot lab to navy,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:128});"
update the govee lamp to navy,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:128});"
update the govee lamp in iot lab color to navy,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:128});"
change the govee lamp in the iot lab color to navy,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:128})"
i want navy in the govee lamp in the iot lab,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:128});"
i want navy color on the govee lamp in the iot lab,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:128});"
change the govee lamp color in the iot lab to fuchsia,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255});"
switch color of the govee lamp in the iot lab to fuchsia,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255});"
change the color of the lamp in iot lab to fuchsia,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255});"
switch the govee lamp in iot lab color to fuchsia,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255});"
switch to fuchsia govee lamp from govee lab color,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255});"
set the color lamp of govee in fuchsia in the iot lab,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255});"
set govee's color lamp to fuchsia in the iot lab,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255});"
set the govee lamp in fuchsia in the iot lab,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255});"
set govee lamp in the iot lab to fuchsia,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255});"
update the govee lamp of govee's lab color to fuchsia,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255});"
update the govee lamp of govee in the iot lab color to fuchsia,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255});"
update govee lamp to fuchsia,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255});"
update the govee lamp in iot lab color to fuchsia,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255});"
change color of the govee lamp in the iot lab to fuchsia,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255});"
iot lab color change from govee lamp to fuchsia,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255})"
change the govee lamp in the iot lab color to fuchsia,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255})"
how do you change the govee lamp in the iot lab?,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255});"
how can i change the color of a govee lamp in iot lab?,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255});"
how do i change the color of a govee lamp in iot lab?,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255});"
i want the govee lamp of govee in iot lab to be fuchsia,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:255, green:0, blue:255});"
change color of the govee lamp in iot lab to purple,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:128, green:0, blue:128});"
switch color of the govee lamp in the iot lab to purple,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:128, green:0, blue:128});"
switch color of govee lamp in iot lab to purple,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:128, green:0, blue:128});"
set the govee lamp in the iot lab to purple,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:128, green:0, blue:128});"
set govee lamp to purple in the iot lab,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:128, green:0, blue:128});"
set the govee lamp of govee to purple lab color,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:128, green:0, blue:128});"
set the lamp in iot lab color to purple,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:128, green:0, blue:128});"
update govee lamp in the iot lab to purple,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:128, green:0, blue:128});"
update the govee lamp in the lab color to purple,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:128, green:0, blue:128});"
adjust the color of the govee lamp in the iot lab to purple,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:128, green:0, blue:128});"
adjust color of the govee lamp in the iot lab to purple,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:128, green:0, blue:128});"
modify the govee lamp of govee in the iot lab color to purple,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:128, green:0, blue:128})"
change the govee lamp in the iot lab color to purple,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:128, green:0, blue:128})"
i want purple in the govee lamp in the iot lab,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:128, green:0, blue:128});"
i'd like govee to make the purple color in the iot lab,"goveelamp(light, IoT_lab, None).writeProperty('color', {red:128, green:0, blue:128});"
switch to white the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
change the lamp in the kitchen to white,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
switch the color lamp in the kitchen to white,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
update the kitchen lamp to white,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
update the color of the lamp in the kitchen to white,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
change the color of the color lamp in the kitchen to white,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
adjust the light in the kitchen to white,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
adjust the lamp color in the kitchen to white,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
make the govee lamp white in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255})"
make a color lamp in the kitchen white,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255})"
make a lamp in the kitchen white,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255})"
change the color lamp in the kitchen to white,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255})"
convert the color of the lamp in the kitchen to white,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
switch the light in the kitchen to white,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
make a white lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
make the lamp in the kitchen white,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
make the lamp white in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
make white the color of the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
i want white color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
i'd like a white govee lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
i'd like to have a white govee lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
i'd like to have a color lamp in the kitchen white,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
i want the color lamp in the kitchen white,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
i want the lamp in the kitchen to be white,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:255});"
switch to silver the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192});"
change the color lamp in the kitchen to silver,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192});"
switch the lamp in the kitchen to silver,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192});"
set the lamp color in the kitchen to silver,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192});"
update the color lamp in the kitchen to silver,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192});"
update the lamp in the kitchen color to silver,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192});"
change the color of the color lamp in the kitchen to silver,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192});"
adjust the lamp color in the kitchen to silver,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192});"
adjust the color of the lamp in the kitchen to silver,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192});"
make a color lamp in the kitchen silver,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192})"
make a lamp in the kitchen silver,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192})"
change the lamp in the kitchen color to silver,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192})"
convert the lamp color in the kitchen to silver,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192});"
make silver the color of the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192});"
i'd like a silver color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192});"
i'd like silver color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192});"
i want a silver color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192});"
i want silver color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192});"
i'd like a lamp in the kitchen silver,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192});"
i'd like to have a lamp in the kitchen silver,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192});"
i want the color lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192});"
i want the lamp in the kitchen silver,"goveelamp(light, kitchen, None).writeProperty('color', {red:192, green:192, blue:192});"
switch to gray the color lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
switch the color lamp in the kitchen to gray,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
change the lamp in the kitchen color to gray,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
switch the lamp color in the kitchen to gray,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
put a color lamp in the kitchen color gray,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
put a lamp in the kitchen color gray,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
place the lamp in the kitchen color gray,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
update the color lamp in the kitchen to gray,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
change the color of the color lamp in the kitchen to gray,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
adjust the lamp color in the kitchen to gray,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
make a color lamp in the kitchen gray,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128})"
make a lamp in the kitchen gray,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128})"
change the color lamp in the kitchen to gray,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128})"
convert the lamp color in the kitchen to gray,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
make the lamp gray in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
i'd like a gray color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
i'd like gray color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
i want a gray color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
i want gray color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
i'd like to have a gray color lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
i'd like a lamp in the kitchen gray,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
