phrase,code
update hue lamp in the kitchen color to yellow .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
adjust color of hue lamp in the kitchen to yellow .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
modify hue lamp in the kitchen color to yellow .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0})"
convert color of hue lamp in the kitchen to yellow .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
change hue lamp in the kitchen color to yellow .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
make color of hue lamp in the kitchen to yellow .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
I want yellow color on hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
I want hue lamp in the kitchen color be yellow .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
switch hue lamp in the kitchen color to olive .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
switch color of hue lamp in the kitchen to olive .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
set hue lamp in the kitchen color to olive .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
set color of hue lamp in the kitchen to olive .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
update hue lamp in the kitchen color to olive .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
adjust color of hue lamp in the kitchen to olive .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
modify hue lamp in the kitchen color to olive .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0})"
convert color of hue lamp in the kitchen to olive .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
change hue lamp in the kitchen color to olive .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
make color of hue lamp in the kitchen to olive .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
I want olive color on hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
I want hue lamp in the kitchen color be olive .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
switch hue lamp in the kitchen color to lime .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
switch color of hue lamp in the kitchen to lime .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
set hue lamp in the kitchen color to lime .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
set color of hue lamp in the kitchen to lime .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
update hue lamp in the kitchen color to lime .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
adjust color of hue lamp in the kitchen to lime .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
modify hue lamp in the kitchen color to lime .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0})"
convert color of hue lamp in the kitchen to lime .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
change hue lamp in the kitchen color to lime .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
make color of hue lamp in the kitchen to lime .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
I want lime color on hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
I want hue lamp in the kitchen color be lime .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
switch hue lamp in the kitchen color to green .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:0} );"
switch color of hue lamp in the kitchen to green .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:0} );"
set hue lamp in the kitchen color to green .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:0} );"
set color of hue lamp in the kitchen to green .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:0} );"
update hue lamp in the kitchen color to green .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:0} );"
adjust color of hue lamp in the kitchen to green .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:0} );"
modify hue lamp in the kitchen color to green .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:0} )"
convert color of hue lamp in the kitchen to green .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:0} );"
change hue lamp in the kitchen color to green .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:0} );"
make color of hue lamp in the kitchen to green .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:0} );"
I want green color on hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:0} );"
I want hue lamp in the kitchen color be green .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:0} );"
switch hue lamp in the kitchen color to aqua .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255 blue:255});"
switch color of hue lamp in the kitchen to aqua .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255 blue:255});"
set hue lamp in the kitchen color to aqua .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255 blue:255});"
set color of hue lamp in the kitchen to aqua .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255 blue:255});"
update hue lamp in the kitchen color to aqua .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255 blue:255});"
adjust color of hue lamp in the kitchen to aqua .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255 blue:255});"
modify hue lamp in the kitchen color to aqua .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255 blue:255})"
convert color of hue lamp in the kitchen to aqua .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255 blue:255});"
change hue lamp in the kitchen color to aqua .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255 blue:255});"
make color of hue lamp in the kitchen to aqua .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255 blue:255});"
I want aqua color on hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255 blue:255});"
I want hue lamp in the kitchen color be aqua .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:255 blue:255});"
switch hue lamp in the kitchen color to teal .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:128} );"
switch color of hue lamp in the kitchen to teal .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:128} );"
set hue lamp in the kitchen color to teal .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:128} );"
set color of hue lamp in the kitchen to teal .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:128} );"
update hue lamp in the kitchen color to teal .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:128} );"
adjust color of hue lamp in the kitchen to teal .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:128} );"
modify hue lamp in the kitchen color to teal .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:128} )"
convert color of hue lamp in the kitchen to teal .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:128} );"
change hue lamp in the kitchen color to teal .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:128} );"
make color of hue lamp in the kitchen to teal .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:128} );"
I want teal color on hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:128} );"
I want hue lamp in the kitchen color be teal .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:128} );"
switch hue lamp in the kitchen color to blue .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:255});"
switch color of hue lamp in the kitchen to blue .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:255});"
set hue lamp in the kitchen color to blue .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:255});"
set color of hue lamp in the kitchen to blue .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:255});"
update hue lamp in the kitchen color to blue .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:255});"
adjust color of hue lamp in the kitchen to blue .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:255});"
modify hue lamp in the kitchen color to blue .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:255})"
convert color of hue lamp in the kitchen to blue .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:255});"
change hue lamp in the kitchen color to blue .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:255});"
make color of hue lamp in the kitchen to blue .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:255});"
I want blue color on hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:255});"
I want hue lamp in the kitchen color be blue .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:255});"
switch hue lamp in the kitchen color to navy .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:128});"
switch color of hue lamp in the kitchen to navy .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:128});"
set hue lamp in the kitchen color to navy .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:128});"
set color of hue lamp in the kitchen to navy .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:128});"
update hue lamp in the kitchen color to navy .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:128});"
adjust color of hue lamp in the kitchen to navy .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:128});"
modify hue lamp in the kitchen color to navy .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:128})"
convert color of hue lamp in the kitchen to navy .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:128});"
change hue lamp in the kitchen color to navy .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:128});"
make color of hue lamp in the kitchen to navy .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:128});"
I want navy color on hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:128});"
I want hue lamp in the kitchen color be navy .,"philipshue(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:128});"
switch hue lamp in the kitchen color to fuchsia .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:255});"
switch color of hue lamp in the kitchen to fuchsia .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:255});"
set hue lamp in the kitchen color to fuchsia .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:255});"
set color of hue lamp in the kitchen to fuchsia .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:255});"
update hue lamp in the kitchen color to fuchsia .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:255});"
adjust color of hue lamp in the kitchen to fuchsia .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:255});"
modify hue lamp in the kitchen color to fuchsia .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:255})"
convert color of hue lamp in the kitchen to fuchsia .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:255});"
change hue lamp in the kitchen color to fuchsia .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:255});"
make color of hue lamp in the kitchen to fuchsia .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:255});"
I want fuchsia color on hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:255});"
I want hue lamp in the kitchen color be fuchsia .,"philipshue(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:255});"
switch hue lamp in the kitchen color to purple .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:128});"
switch color of hue lamp in the kitchen to purple .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:128});"
set hue lamp in the kitchen color to purple .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:128});"
set color of hue lamp in the kitchen to purple .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:128});"
update hue lamp in the kitchen color to purple .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:128});"
adjust color of hue lamp in the kitchen to purple .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:128});"
modify hue lamp in the kitchen color to purple .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:128})"
convert color of hue lamp in the kitchen to purple .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:128});"
change hue lamp in the kitchen color to purple .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:128});"
make color of hue lamp in the kitchen to purple .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:128});"
I want purple color on hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:128});"
I want hue lamp in the kitchen color be purple .,"philipshue(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:128});"
switch Philips hue owned by Zhou color to white .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:255});"
switch color of Philips hue owned by Zhou to white .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:255});"
set Philips hue owned by Zhou color to white .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:255});"
set color of Philips hue owned by Zhou to white .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:255});"
update Philips hue owned by Zhou color to white .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:255});"
adjust color of Philips hue owned by Zhou to white .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:255});"
modify Philips hue owned by Zhou color to white .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:255})"
convert color of Philips hue owned by Zhou to white .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:255});"
change Philips hue owned by Zhou color to white .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:255});"
make color of Philips hue owned by Zhou to white .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:255});"
I want white color on Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:255});"
I want Philips hue owned by Zhou color be white .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:255});"
switch Philips hue owned by Zhou color to silver .,"philipshue(light, None, Zhou).writeProperty('color', {red:192, green:192, blue:192});"
switch color of Philips hue owned by Zhou to silver .,"philipshue(light, None, Zhou).writeProperty('color', {red:192, green:192, blue:192});"
set Philips hue owned by Zhou color to silver .,"philipshue(light, None, Zhou).writeProperty('color', {red:192, green:192, blue:192});"
set color of Philips hue owned by Zhou to silver .,"philipshue(light, None, Zhou).writeProperty('color', {red:192, green:192, blue:192});"
update Philips hue owned by Zhou color to silver .,"philipshue(light, None, Zhou).writeProperty('color', {red:192, green:192, blue:192});"
adjust color of Philips hue owned by Zhou to silver .,"philipshue(light, None, Zhou).writeProperty('color', {red:192, green:192, blue:192});"
modify Philips hue owned by Zhou color to silver .,"philipshue(light, None, Zhou).writeProperty('color', {red:192, green:192, blue:192})"
convert color of Philips hue owned by Zhou to silver .,"philipshue(light, None, Zhou).writeProperty('color', {red:192, green:192, blue:192});"
change Philips hue owned by Zhou color to silver .,"philipshue(light, None, Zhou).writeProperty('color', {red:192, green:192, blue:192});"
make color of Philips hue owned by Zhou to silver .,"philipshue(light, None, Zhou).writeProperty('color', {red:192, green:192, blue:192});"
I want silver color on Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('color', {red:192, green:192, blue:192});"
I want Philips hue owned by Zhou color be silver .,"philipshue(light, None, Zhou).writeProperty('color', {red:192, green:192, blue:192});"
switch Philips hue owned by Zhou color to gray .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:128});"
switch color of Philips hue owned by Zhou to gray .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:128});"
set Philips hue owned by Zhou color to gray .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:128});"
set color of Philips hue owned by Zhou to gray .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:128});"
update Philips hue owned by Zhou color to gray .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:128});"
adjust color of Philips hue owned by Zhou to gray .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:128});"
modify Philips hue owned by Zhou color to gray .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:128})"
convert color of Philips hue owned by Zhou to gray .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:128});"
change Philips hue owned by Zhou color to gray .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:128});"
make color of Philips hue owned by Zhou to gray .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:128});"
I want gray color on Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:128});"
I want Philips hue owned by Zhou color be gray .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:128});"
switch Philips hue owned by Zhou color to black .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:0, blue:0});"
switch color of Philips hue owned by Zhou to black .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:0, blue:0});"
set Philips hue owned by Zhou color to black .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:0, blue:0});"
set color of Philips hue owned by Zhou to black .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:0, blue:0});"
update Philips hue owned by Zhou color to black .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:0, blue:0});"
adjust color of Philips hue owned by Zhou to black .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:0, blue:0});"
modify Philips hue owned by Zhou color to black .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:0, blue:0})"
convert color of Philips hue owned by Zhou to black .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:0, blue:0});"
change Philips hue owned by Zhou color to black .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:0, blue:0});"
make color of Philips hue owned by Zhou to black .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:0, blue:0});"
I want black color on Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:0, blue:0});"
I want Philips hue owned by Zhou color be black .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:0, blue:0});"
switch Philips hue owned by Zhou color to red .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:0, blue:0});"
switch color of Philips hue owned by Zhou to red .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:0, blue:0});"
set Philips hue owned by Zhou color to red .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:0, blue:0});"
set color of Philips hue owned by Zhou to red .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:0, blue:0});"
update Philips hue owned by Zhou color to red .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:0, blue:0});"
adjust color of Philips hue owned by Zhou to red .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:0, blue:0});"
modify Philips hue owned by Zhou color to red .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:0, blue:0})"
convert color of Philips hue owned by Zhou to red .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:0, blue:0});"
change Philips hue owned by Zhou color to red .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:0, blue:0});"
make color of Philips hue owned by Zhou to red .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:0, blue:0});"
I want red color on Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:0, blue:0});"
I want Philips hue owned by Zhou color be red .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:0, blue:0});"
switch Philips hue owned by Zhou color to maroon .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:0, blue:0});"
switch color of Philips hue owned by Zhou to maroon .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:0, blue:0});"
set Philips hue owned by Zhou color to maroon .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:0, blue:0});"
set color of Philips hue owned by Zhou to maroon .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:0, blue:0});"
update Philips hue owned by Zhou color to maroon .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:0, blue:0});"
adjust color of Philips hue owned by Zhou to maroon .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:0, blue:0});"
modify Philips hue owned by Zhou color to maroon .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:0, blue:0})"
convert color of Philips hue owned by Zhou to maroon .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:0, blue:0});"
change Philips hue owned by Zhou color to maroon .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:0, blue:0});"
make color of Philips hue owned by Zhou to maroon .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:0, blue:0});"
I want maroon color on Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:0, blue:0});"
I want Philips hue owned by Zhou color be maroon .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:0, blue:0});"
switch Philips hue owned by Zhou color to yellow .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:0});"
switch color of Philips hue owned by Zhou to yellow .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:0});"
set Philips hue owned by Zhou color to yellow .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:0});"
set color of Philips hue owned by Zhou to yellow .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:0});"
update Philips hue owned by Zhou color to yellow .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:0});"
adjust color of Philips hue owned by Zhou to yellow .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:0});"
modify Philips hue owned by Zhou color to yellow .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:0})"
convert color of Philips hue owned by Zhou to yellow .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:0});"
change Philips hue owned by Zhou color to yellow .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:0});"
make color of Philips hue owned by Zhou to yellow .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:0});"
I want yellow color on Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:0});"
I want Philips hue owned by Zhou color be yellow .,"philipshue(light, None, Zhou).writeProperty('color', {red:255, green:255, blue:0});"
switch Philips hue owned by Zhou color to olive .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:0});"
switch color of Philips hue owned by Zhou to olive .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:0});"
set Philips hue owned by Zhou color to olive .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:0});"
set color of Philips hue owned by Zhou to olive .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:0});"
update Philips hue owned by Zhou color to olive .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:0});"
adjust color of Philips hue owned by Zhou to olive .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:0});"
modify Philips hue owned by Zhou color to olive .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:0})"
convert color of Philips hue owned by Zhou to olive .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:0});"
change Philips hue owned by Zhou color to olive .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:0});"
make color of Philips hue owned by Zhou to olive .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:0});"
I want olive color on Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:0});"
I want Philips hue owned by Zhou color be olive .,"philipshue(light, None, Zhou).writeProperty('color', {red:128, green:128, blue:0});"
switch Philips hue owned by Zhou color to lime .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:255, blue:0});"
switch color of Philips hue owned by Zhou to lime .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:255, blue:0});"
set Philips hue owned by Zhou color to lime .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:255, blue:0});"
set color of Philips hue owned by Zhou to lime .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:255, blue:0});"
update Philips hue owned by Zhou color to lime .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:255, blue:0});"
adjust color of Philips hue owned by Zhou to lime .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:255, blue:0});"
modify Philips hue owned by Zhou color to lime .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:255, blue:0})"
convert color of Philips hue owned by Zhou to lime .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:255, blue:0});"
change Philips hue owned by Zhou color to lime .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:255, blue:0});"
make color of Philips hue owned by Zhou to lime .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:255, blue:0});"
I want lime color on Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:255, blue:0});"
I want Philips hue owned by Zhou color be lime .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:255, blue:0});"
switch Philips hue owned by Zhou color to green .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:128, blue:0} );"
switch color of Philips hue owned by Zhou to green .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:128, blue:0} );"
set Philips hue owned by Zhou color to green .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:128, blue:0} );"
set color of Philips hue owned by Zhou to green .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:128, blue:0} );"
update Philips hue owned by Zhou color to green .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:128, blue:0} );"
adjust color of Philips hue owned by Zhou to green .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:128, blue:0} );"
modify Philips hue owned by Zhou color to green .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:128, blue:0} )"
convert color of Philips hue owned by Zhou to green .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:128, blue:0} );"
change Philips hue owned by Zhou color to green .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:128, blue:0} );"
make color of Philips hue owned by Zhou to green .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:128, blue:0} );"
I want green color on Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:128, blue:0} );"
I want Philips hue owned by Zhou color be green .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:128, blue:0} );"
switch Philips hue owned by Zhou color to aqua .,"philipshue(light, None, Zhou).writeProperty('color', {red:0, green:255 blue:255});"
